,LR_prediction,NB_prediction,RF_prediction,TB_prediction,original_sentiment,vader_sentiment,tweet
932,positive,positive,positive,negative,negative,negative,@ESPNFC just deleted this post... such a shame. 🤣 @TeamMessi #Messi𓃵  #WorldCup2022 #equador https://t.co/Ne78QkiBIw
933,positive,neutral,positive,positive,positive,neutral,Raise the Palestinian flag up high for the whole world to see 🇵🇸❤️ #WorldCup2022 https://t.co/IJct6ApnC1
934,positive,negative,positive,positive,positive,positive,"@MetaSportArena Yes, I look with pleasure. It's a beautiful ceremony #WorldCup2022.🤩⚽️🔥 https://t.co/wSTYXsheLz"
935,positive,neutral,negative,neutral,neutral,negative,"On critics of ban of alcohol in the stadiums and disallowing of other ""vices"" in Qatar, note that people upholding their values is also their human rights. #WorldCup2022  #Qatar22"
936,positive,positive,neutral,negative,negative,negative,Worst #WorldCup opener gone in the history books. #Qatar has no business hosting left alone playing in the #2022FIFAWorldCup !!! @FOXSports #WorldCup2022 #TeamGhana #Teamusa
937,neutral,positive,positive,neutral,positive,neutral,That was a match 👇 #Qatar2022 #WorldCup2022 #FIFAWorldCup https://t.co/M6WIDnFVxz
938,negative,neutral,positive,neutral,neutral,neutral,First round; Team 5 v Team 6 #WorldCup2022 #teammaltby   Follow the thread to vote! https://t.co/V61l6ybODG
939,positive,neutral,positive,positive,positive,positive,Morgan Freeman has to undoubtedly be the greatest narrator of all time. This is beautiful!!. #WorldCup2022 #WorldCup https://t.co/x5Xl6Y8Key
940,neutral,neutral,positive,negative,negative,negative,"@FIFAcom having #Quatar host the #WorldCup2022 is either the dumbest or the most corrupt decision in pro sports history. Not good for the players, not good for the fans. So who’s benefiting? #FuckFIFA"
941,negative,positive,neutral,neutral,neutral,positive,Group E of the NFT #WorldCup where the fate of a real team decides who is the ultimate NFT community includes: @AzukiOfficial  @InvsbleFriends  @veefriends  @moonbirds   Which #NFTCommunity will win #worldcup2022 ?  Join our discord to talk more: https://t.co/fxRDTkUadl https://t.co/oK5DZFy9EY
942,positive,neutral,neutral,positive,positive,positive,Watching World Cup and enjoying barbacoa tacos and a Bloody Mary at my bro in law Ed’s place #WorldCup2022 #Quatar #GoEcuador https://t.co/KhRl91bRLo
943,neutral,neutral,positive,positive,positive,positive,Can someone tell me when Whales is playing Brazil in the World Cup? This will be the best match of the entire games. #WorldCup2022 #WorldCup #Brazil #soccer #FIFAWorldCup
944,positive,positive,negative,positive,positive,positive,I'm hoping to win a ____ shirt from the @OnThePlane_2022 World Cup Quiz. You can enter at https://t.co/Sw3EL3CviV #OnThePlane2022 #ontheplane #worldcup2022 #wc2022 #qatar2022 @andreweighteen @mattpowl
945,positive,neutral,neutral,neutral,neutral,positive,@morgan_freeman maybe invite some of you Qatari hosts back to your place. #WorldCup2022   https://t.co/mdDe3HW1wC https://t.co/WjkDzX2TyK
946,neutral,positive,neutral,neutral,neutral,neutral,First round; Team 3 v Team 4 #WorldCup2022 #teammaltby   Follow the thread to vote! https://t.co/u5GA3CwlEM
947,negative,neutral,neutral,neutral,neutral,neutral,It’s #dangerous out there. Be #aware.  https://t.co/kzmm0rtoo1 A daily guide.  #women #safety #media  #book #readingcommunity #real #predator #WorldCup2022 https://t.co/kzmm0rtoo1 https://t.co/37kWqUAYLB
948,negative,neutral,positive,negative,negative,negative,Wait Qatar already lost? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 Breath 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 gasp for air continue 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 #WorldCup2022 #QatarWorldCup2022
949,neutral,negative,neutral,positive,positive,positive,#JungKook is the best thing happening to the #WorldCup2022 #DreamerFifa2022 #FIFAWorldCup
950,positive,neutral,neutral,positive,positive,positive,"The best yet, and this is just the beginning ❤️ #Qatar #WorldCup2022 #FIFAWorldCup https://t.co/LGxLen3hZl"
951,neutral,negative,negative,negative,neutral,negative,Qataris after losing the first game #worldcup2022 #Qatar2022 #QatarVsEquador https://t.co/5lcqCkHiDG
952,negative,positive,positive,neutral,neutral,neutral,World Cup 2022 - Group Stage  FULL TIME RESULTS: 🇶🇦Qatar 0 - 2 🇪🇨Ecuador 🎉🎉🎉  #WorldCupOnHITZ #WorldCup2022 #Qatar2022 https://t.co/hKZyj3aI39
953,positive,neutral,positive,positive,positive,positive,"We count on the great potential of this unmissable event to enhance values &amp; principles as tolerance, cooperation &amp; solidarity, &amp; that it would be a great opportunity to promote better understanding &amp; respect of diverse traditions &amp; cultures. Congratulation🇶🇦 #Worldcup2022 https://t.co/5H4RCJD6rz"
954,neutral,negative,positive,positive,positive,positive,Soo let’s be honest the tournament really starts tomorrow doesn’t it?! Come on the boys show them what we got #Wales #WorldCup #WorldCup2022 #welshworldcup #welshandproud
955,neutral,negative,neutral,positive,positive,neutral,I'm claiming my #WorldCup2022 badge on @MetopiaMetopian. Vote for your favourite team. All in one badge. #Metopia #SBT #MetopiaVotingCampaign https://t.co/7Q32FgwwGW
956,neutral,negative,neutral,neutral,neutral,positive,As I've lived in Poland for 3 years I've made my alternative Poland #WorldCup2022 team from players I've watched in person. The clubs listed are who they play for now. ◇Indicates different club to the one they played for when I saw them. It's a 24 man squad. 🧵 #FIFAWorldCup
957,neutral,neutral,neutral,negative,negative,negative,"🚨🇶🇦⚽️#WorldCup2022 Live Updates: Sharia Law ""Morality police"" is now up and running everywhere in Qatar and they have already arrested several tourists including one who had an #LGBT flag inside his backpack.🤦 https://t.co/g30V1ZyMXZ"
958,neutral,positive,positive,neutral,neutral,negative,"#WorldCup is on. Host Qatar lost to Ecuador on opening day single group match 0-2.   Tomorrow three matches as shown, all times Pacific. USA plays Wales for American patriots out there. Fortunately I have Telemundo access. #TeamUSA #WorldCup2022 https://t.co/CVGblbVdED"
959,positive,neutral,negative,neutral,neutral,neutral,First round; Team 1 v Team 2 #WorldCup2022 #teammaltby   Follow the thread to vote! https://t.co/phKBrNt9gE
960,neutral,negative,positive,neutral,neutral,neutral,"The #Qatar2022 #WorldCup2022 has opened with a ceremony at the Al-Bayt Stadium in Al Khor, north of Doha  📷 Kirill KUDRYAVTSEV /Raul ARBOLEDA /MANAN VATSYAYANA /AFP https://t.co/98yXAgcnfT"
961,neutral,neutral,positive,neutral,positive,positive,"World Cup half-time entertainment will make a change, from penalty-kick competitions to local cultural entertainment insist organisers. #WorldCup2022 https://t.co/2O8ZSrsHOo"
962,neutral,positive,neutral,positive,positive,positive,We find beauty in our differences #FIFAWorldCup #FIFAWorldCup #قطر_الاكوادور #Qatar2022 #FIFAWorldCup2022 #JungkookInQatar #WorldCup2022 #JungKook #FIFAKOOK #JungkookAtFIFAWorldCup https://t.co/25izdNdoLU
963,neutral,positive,negative,neutral,neutral,neutral,⚽|New Équipe de France Tracksuit #WorldCup2022 Au tarif hallucinant de 4⃣0⃣€ ➡https://t.co/wTOa0Qzs5V https://t.co/9rUAZ6yiNI
964,positive,neutral,positive,positive,positive,positive,Just landed in Qatar where I’m really excited and proud to watch my friend Walker play for the U.S. in the #WorldCup2022 ⚽️🏟️🇺🇸  https://t.co/T7OWzVgtyi
965,negative,positive,negative,negative,negative,positive,"They did not stand up for us did they? We are their Mothers, Sister, Daughters, Wives and frienda. We enjoy the game with them. Not this competition!  #WorldCup2022  Thoss stations broadcasting this?"
966,neutral,positive,positive,neutral,neutral,neutral,Wheres the Western Media.?? #WorldCup2022 #WorldCup #QatarWorldCup2022 #Qatar2022 https://t.co/zgx5YH0oaI
967,neutral,positive,negative,neutral,neutral,neutral,#افتتاح_كاس_العالم #كاس_العالم_قطر2022 #السعوديه_الارجنتين #المغرب_كرواتيا #WorldCup2022 #قطر_2022 #WorldCup #FIFAWorldCup    #Qatar2022    #المونديال_مع_جول #Dreamers2022  2  Veteran British journalist Piers Morgan..defends Qatar https://t.co/ajrlJn68GI
968,positive,positive,negative,positive,positive,neutral,Somebodies got their priorities RIGHT!!  😂😂🤣 #WorldCup2022 https://t.co/XUXrXjErhQ
969,negative,positive,positive,negative,negative,negative,How to make the worst world cup in history even worse??? Put a singer from the worst group in the world in the opening. We really went from Shakira to BTS 😂😭😭😭 Biggest downgrade of all time. #FIFAWorldCup #WorldCup2022 #WorldCup #BTS
970,positive,positive,negative,neutral,neutral,positive,"Staff knock out challenge - 8 PE staff are competing for the best England XI for each group stage fixture. For England v Iran, all 8 staff are in. Only 4 will survive this round. Your votes, using the Twitter poll, will determine the winner! #worldcup2022 #England"
971,positive,negative,neutral,neutral,neutral,negative,No one will convince me that these were not ARMY lightsticks!  #Jungkook #BTS #ARMY  #BTSARMY  #Dreamers  #WorldCup2022  @BTS_twt https://t.co/bC5hezBeQW
972,negative,negative,neutral,positive,positive,positive,I know we’ve all seen it a lot…but I want to watch it again and again and I’m putting it here to facilitate ease of access…and also just because I love him. 💜 #DreamerFifa2022 #DreamersByJungKook #WorldCup2022 #JungKook #JungkookAtFIFAWorldCup   https://t.co/8yMo1ho9mp
973,neutral,positive,positive,neutral,neutral,positive,Qatar is 100% going to play Senegal or the Netherlands to a draw to prevent them from moving to the knockout stage #WorldCup2022
974,positive,negative,positive,neutral,neutral,negative,When G-20agrees on a demand for vaccinepas sports for all travel in the future .. remember this is the perspektive...!! #dkmedier #vm2022 #WorldCup2022 #WorldcupQatar2022 #sundpol #dkpol #dkbiz @STPS_DK @DK_free_press @regeringDK @DanskeMedier @DanskErhverv @DanskIndustri https://t.co/Dqw4n7irts
975,positive,negative,positive,positive,positive,positive,"#WorldCup2022 is off to a wild start with Ecuador's massive W against the home team 🦈   Who are you rooting for?  This may be a controversial Cup, but there's no denying the positivity of people around the world circling up around a shared passion ✨✨✨ https://t.co/3uFhchYrbX"
976,positive,positive,negative,neutral,neutral,neutral,World Cup opening ceremony: six things we learned in Qatar #WorldCup2022  https://t.co/X5rVYnIQyj
977,neutral,negative,neutral,positive,positive,neutral,so pumped for tomorrow. #WorldCup2022 #USMNT
978,positive,negative,positive,positive,positive,positive,"Congrats to our #WorldCup2022 ⚽️ live stream viewers for winning 50 $USDT Bonus Voucher 💰!  🎁To redeem your reward, simply DM our official Twitter account @BingXOfficial    1️⃣ Your #BingX UID 👥 2️⃣ Screenshot of your YouTube account 📸 3️⃣ Email Add. linked to your BingX UID ✉️ https://t.co/BwjCNTdXvy"
979,negative,positive,negative,negative,negative,positive,"So I think the #WorldCup2022 has started. Despite being a long-time Football fan, I shall not be watching a single game.  The hypocrisy of watching players take a knee for the past 2 years and then watch them play in stadiums built by slave labour, is just too much for me."
980,negative,neutral,neutral,neutral,positive,neutral,Let the games begin #WorldCup2022 https://t.co/seXRAPLu2r
981,negative,positive,negative,neutral,neutral,negative,Perhaps we should take football diplomacy more seriously #WorldCup2022 https://t.co/TRakebtAKY
982,positive,negative,neutral,negative,negative,positive,@FCBfemeni Where are the Qataris hiding all their women in the world cup? I do not see any in the fan crowd. Are they not allowed to watch the game? #WorldCup2022 #WorldCupQatar #Qatar2022 #Qatar
983,neutral,neutral,neutral,neutral,neutral,positive,I predicted Serbia 🇷🇸 will beat Argentina 🇦🇷 in the 2022 World Cup final. Play @AJEnglish’s #WorldCup2022 AI predictor game. https://t.co/G6mMXltph7
984,negative,neutral,positive,positive,positive,positive,So happy to see see I the grid doing burnouts. #ThankYouSeb #DankeSeb #QatarWorldCup2022 #DreamersbyJungkook #FIFAWorldCup2022 #GE15 #JusticeForBafanaSithole #FIFAKOOK #JungkookAtFIFAWorldCup #JungkookInQatar #WorldCup2022 #ChildrensDay #8BillionStrong #AbuDhabiGP #WorldCup
985,positive,positive,neutral,positive,positive,positive,"The real hero of the opening game for me was @DionDublinsDube, quick witted sharp lighthearted humour on such a big occasion...what Homes under the Hammer will do in this period I do not know... #diondublin #WorldCup2022"
986,negative,negative,positive,neutral,neutral,positive,"@weah526 Liberian dollars, of course.  Right now, if Argentina win, you're out about USD$25,000, Pat.  #Qatar2022 #WorldCup2022 #FIFAWorldCup #USMNT #ARG #Albiceleste https://t.co/oWoQL6XpBA"
987,neutral,positive,neutral,negative,negative,neutral,"Evidently, Qatar spent the entire time building a historical state of the art stadium &amp; curating the opening they forgot to prepare their national team!! The squad came to do ""I was here some""🙆🏽‍♂️🤦🏼‍♂️ #twitterghana #WorldCup2022 #hweneaokyere #WorldCup #CitiNewsroom #FIFAWorldCup"
988,neutral,positive,neutral,neutral,neutral,neutral,@jervisjoint Will you be showing the 🇨🇦 Canada v Belgium #WorldCup2022 ⚽️ game on Wednesday?
989,neutral,neutral,positive,positive,positive,positive,"Filly, Panda and The Dr. Are ready for the World Cup!! Who are you supporting? Post it in the comments. #worldcup2022 https://t.co/IsPE89bKeW"
990,positive,negative,positive,positive,positive,positive,Not a bad start. Ecuador 🇪🇨 played good #WorldCup2022
991,positive,positive,neutral,negative,negative,negative,"Well on behalf of the World. Fuck you Qatar. You were shite. Not even a shot on target. What an embarrassment for your already disgraced nation. Sooner we get this World Cup done and back in a nation that plays the game and respects basic human rights, the better. #WorldCup2022"
992,neutral,negative,neutral,negative,negative,positive,Where are the Qataris hiding all their women in the world cup? I do not see any in the fan crowd. Are they not allowed to watch the game? #WorldCup2022 #WorldCupQatar #Qatar2022 #Qatar
